date,CO2,CH4,H2O,CO2_MIXING_RATIO,CH4_MIXING_RATIO,FC,FCH4,FH2O,FC_F,FCH4_F,GPP_F,RECO,G_1_1_1,G_2_1_1,H,LE,PA,RH,T_SONIC,TA,VPD,D_SNOW,P,WTD_1_1_1,ALB,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,SWC_1_1_1,SWC_2_1_1,SWC_2_2_1,TS_3_1_1,TS_4_1_1,TS_4_2_1,TS_2_0_1,TS_2_05_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_2_10_1,TS_1_0_1,TS_1_05_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_1_10_1,MO_LENGTH,ZL,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WD,WS,WS_MAX,FC_UC,FCH4_UC,TAU_UC,H_UC,LE_UC,RSSI_77,SIG_STRENGTH_72,DOY,HOUR,MONTH,U_FLAG,U,V,W,X_OFFSET,X_PEAK,X_10,X_30,X_50,X_70,X_90,DEW_ERA5,ST1_ERA5,ST2_ERA5,LE_ERA5,PRES_ERA5,H_ERA5,RAD_ERA5,AIRT_ERA5,PPT_ERA5,U_ERA5,V_ERA5,VWC1_ERA5,VWC2_ERA5,RAND_ERR_CO2_FLUX,RAND_ERR_CH4_FLUX,RAND_ERR_H2O_FLUX,RAND_ERR_TAU,RAND_ERR_LE,RAND_ERR_H,median.rf.nee,sd.rf.nee,rf1,rf2,rf3,rf4,rf5,rf6,rf7,rf8,rf9,rf10,rf11,FC_F.rand.error,count.nee,median.rf.ch4,sd.rf.ch4,FCH4_F.rand.error,count,rmse.ch4,year,month,rmse.nee,FC_night,FC_night_F,FC_night_sd,FC_night_F_sd,FC_sd,FC_F_sd,FCH4_sd,FCH4_F_sd,day,season,season_name,season_year,full_year
2024-10-19,436.260244444444,2132.04128205128,6.34315466666667,439.049933333333,2145.17256410256,0.2173650575,7.63930613513513,0.0834286142222222,0.236230755038889,8.66950173702314,0.08856474375,0.328226486458333,-2.58355120620163,-0.666737873299517,-12.6675084615385,4.1622838,100.52166366634,85.8256422007125,1.93400000000003,2.02361916405768,1.15061384783376,NA,0.00909090909090909,NA,NA,273.938284976781,321.648701208413,64.4797255069728,8.99888348528706,6.18553499823623,107.324825254155,6.94745299248808,78.5757753544436,64.2451745284429,81.5083208839687,2.14018181818182,1.50163636363636,1.77397727272727,1.84890958884731,1.85578118785273,2.14595225408223,1.89832629972051,1.47695213203429,1.30355555128905,1.20496876268815,1.26735620476124,1.18647070778005,1.09464173198332,1.01111796574494,0.890669605952199,1.72717494547947,1.57274153419469,1.45418008084028,1.92053938179206,1.83902537845038,1.39545280260306,1.08574479280335,0.859881075274023,0.909398007675422,0.837152255118238,0.762575907668651,0.661046908592026,-312.999340066667,0.131424980977778,-0.114174930454545,0.741940037217814,0.587938276402984,0.292155313986141,0.281144386666667,188.256636363636,3.14997727272727,4.21218181818182,0.182483133333333,6.74601094871795,-0.111616788955556,-11.1386802222222,3.73725813333333,36.2402274666667,107.299844444444,293,11.5,10,0.0222222222222222,1.11614273333333,2.20063446666667,0.08972928,-5.80157722222222,38.2301805555556,13.1231777777778,32.6785777777778,49.8368944444444,69.8969388888889,104.718388888889,0.992625368726441,4.59578485243635,4.59578485243635,19.4659400844304,100.565180487601,-5.11645568711555,58.924049973402,4.45943661739502,0.000154464609421055,2.19062457062358,1.90271788856852,0.530203344392332,0.513389139854013,0.194791282222222,0.00216500635897436,0.0198672624444444,0.00643688077777778,0.891329333333333,1.47782986666667,0.251327857046435,0.0204309078783179,11.1035406756296,10.7952679537366,10.7891356103102,11.2061331644667,10.738204533169,11.6258803788565,10.9399140251333,11.1434624388519,11.2735401255768,10.7681419627407,10.7540931667176,0.172326193080419,0.166666666666667,11.1039444056946,1.12978355763563,0.335900788850863,0.229166666666667,NA,2024,10,NA,0.424162217391304,0.409481028126296,0.291051905892771,0.255233948426057,0.391045726794395,0.36044270612315,0.391045726794395,0.36044270612315,2024-10-19,Fall Senescence 2024,Fall Senescence ,2024,3
2024-10-20,431.384604166667,2107.20125,4.0782825,433.184041666667,2115.99125,0.246805985365854,9.78617090208333,0.255265535416667,0.241716261695718,9.78617090208333,0.0705333541666667,0.314383431041667,-5.44322906266796,-1.69630615894195,-0.433239361702128,11.6758990217391,100.670053233702,66.860516004565,-1.20241666666664,-0.547597653528534,1.96456282060638,NA,0,NA,NA,234.11283241139,311.800344972291,92.6006424892779,16.2343668293833,-3.40773644392665,152.784512088281,12.5124839613522,78.8745396001048,64.2625816077833,81.600000000004,1.56152380952381,1.17871428571429,1.48938095238095,1.09722520347977,1.31260874015414,1.72450987129954,1.67703552481811,1.41062439208284,1.2705394017418,1.17659418769435,1.23894914492034,1.154383498834,1.05519204597857,0.963225226206403,0.853779419733879,-0.565517969549818,-0.881975071022922,0.323820033121162,1.41838034142702,1.5660930026033,1.32886641595439,1.10903966737721,0.890762029598992,0.92954326322212,0.848477471555861,0.762126795012725,0.657427926300995,165.473485416667,0.0106618388333333,-0.196780497916667,0.964491138066333,0.810946450593674,0.425431657211272,0.3795395625,289.430142857143,4.46895238095238,5.9167380952381,0.2284849015625,9.78617090208333,-0.196780497916667,-0.453851041666667,11.4921136458333,41.3995666666667,107.849770833333,294,11.5,10,0,3.6065676875,-2.14436714583333,0.19033075,-5.39162916666667,35.5287729166667,12.1958770833333,30.3694645833333,46.3153458333333,64.9579354166667,97.3187833333333,-6.20795065351886,3.78941227742912,3.78941227742912,34.9150104502304,100.73214656099,-0.938569406436744,80.4195863614016,0.128351431946698,7.2931921857307e-07,5.57487183351353,-4.33719162716448,0.543830987463222,0.517834614868523,0.275283020833333,0.00245754729166667,0.0360681083333333,0.010405898125,1.62419654166667,1.96592508333333,0.279861841779028,0.0292121345204498,10.9598192430477,10.3590684969607,10.9325967871738,10.7777722739324,10.5924390289243,10.6628940516037,10.9582957787315,10.7949783524968,10.8759448404137,10.9344417695971,10.7276907199069,0.232198825149432,0.145833333333333,10.7020729409845,0.937821157963934,0.00245754729166667,0,NA,2024,10,NA,0.36938432962963,0.374072327277037,0.342897742518697,0.328691769441942,0.409233499143473,0.386716661014661,0.409233499143473,0.386716661014661,2024-10-20,Winter 2025,Winter ,2025,3
2024-10-21,433.685020833333,2132.17354166667,3.95934145833333,435.4241875,2140.730625,0.100343760465116,8.32645133636364,0.0792502366666667,0.104868362590741,8.01490338840046,0.192136916666667,0.30001594875,-4.80474451113912,-2.53250404660618,3.90905880851064,3.82201099111111,101.400887659994,75.5833830254362,-3.10916666666664,-2.55857716813582,1.26448645898894,NA,0,NA,NA,246.665490453603,306.379866535437,51.3535939501156,7.86041234487471,-18.1905693897241,91.5651399982887,6.0884661807038,78.6510441369279,64.3382768257766,81.6145745187649,0.867538461538461,0.789846153846154,1.21384615384615,0.416009620635007,0.58581592016257,1.09643769318115,1.32665378203253,1.25211202449197,1.17259742596196,1.10009269525628,1.15423519733967,1.08318956708736,0.993399533583673,0.907445577280831,0.795527222923678,-2.67874895524045,-2.52709550294447,-0.404690703720584,0.845628245244789,1.16735637486248,1.09291323585322,1.00190137215136,0.795181326278427,0.873244402275532,0.804633869328345,0.728407683967259,0.636605318715172,83.6315795833333,0.0506955609166667,-0.0645710154166667,0.510418733683037,0.479157802715432,0.230613898802045,0.200150479166667,284.046153846154,2.33715384615385,3.17520512820513,0.0737315772916667,6.86871393333333,-0.0645710154166667,3.81895320833333,3.57318553333333,39.4495166666667,108.118791666667,295,11.5,10,0.145833333333333,2.33074629166667,0.0237002354166667,0.10422583125,-5.28094482758621,34.7994068965517,11.9455103448276,29.7460103448276,45.3645482758621,63.6244068965517,95.3209413793103,-6.99947055442778,2.36243613650043,2.36243613650043,18.995439755307,101.436842749152,-2.64498255423359,48.9097340752551,-1.44021873506309,1.68907051239147e-05,4.47206280858952,-2.02677512794735,0.525527934468087,0.519100435160198,0.127581808333333,0.0023085991875,0.0145303610833333,0.00444893560416667,0.65550773125,1.37405856041667,0.113644316785579,0.0188371769077896,7.71555276348981,7.3501720037213,7.54227799104602,7.76024009745556,7.66799829218166,7.49715296757704,7.97837138723379,7.46064620582269,7.75578910522203,7.83373544112815,7.77327506259296,0.110599193405607,0.104166666666667,7.70389977875287,0.797955694804269,0.0912018105827156,0.0833333333333333,NA,2024,10,NA,0.231709875862069,0.235119052609722,0.271005010762303,0.257917112164429,0.314626691205587,0.303662633523691,0.314626691205587,0.303662633523691,2024-10-21,Winter 2025,Winter ,2025,3
2024-10-22,433.035041666667,2116.81302325581,4.04854520833333,434.835479166667,2125.51139534884,0.156730483333333,8.0977765,0.0805860525,0.145780493887963,7.97263600425486,0.1383825,0.28349774375,-3.2038131881099,-2.25050263134828,5.61368730232558,4.20624195121951,100.859230285384,77.0150740781871,-2.97045833333331,-2.48396205697358,1.18316601037938,NA,0,NA,NA,277.132849147381,307.13569415211,34.9195246459697,5.44347594277132,-1.44710339855623,63.4303439872742,4.85435496641424,78.5467850362887,64.4370486060432,81.7979272077332,0.578725,0.556725,0.950775,0.142048632248264,0.263463100365467,0.741026775679036,1.02083953939921,1.06455539617133,1.04133424876693,0.995431652135687,1.04262505449291,0.993737934508599,0.922302223346057,0.849317054226491,0.747200420484618,-2.52232423527333,-2.29360937478979,-0.505505687777027,0.516304214833113,0.827362953049337,0.827810375002157,0.843554021215583,0.647823901613039,0.776341687847563,0.727382737247899,0.670333163278935,0.589096175957398,523.870961458333,0.0142355422083333,-0.125297063541667,0.721374147460543,0.63463715665236,0.312937610625749,0.287743333333333,310.6,3.32955,4.56445,0.159962451354167,7.5384588372093,-0.125297063541667,5.03563479791667,3.6368467,39.5264958333333,108.16525,296,11.5,10,0,2.366008125,-1.917745176875,0.13946201875,-5.6160540625,37.007653125,12.703540625,31.63358125,48.243203125,67.66179375,101.369684375,-7.7358830542161,1.51204642761968,1.51204642761968,17.9869719784442,100.884720147025,5.96912943484665,56.4547992909348,-2.20061564914827,7.69548199220742e-06,3.73117039949395,-4.0138911043086,0.517665074948841,0.518553340525468,0.09705324375,0.00270225627906977,0.030951404375,0.00692799641666667,1.39698050416667,0.929287020833333,0.145501195077593,0.0127268451104457,7.89163698369815,7.62443860405083,7.85241422365046,8.01090463504676,7.54327458590546,7.60079129448935,8.07894129089815,7.60488546561898,7.43592177910694,7.62711422970972,7.40145606764047,0.0823221811125022,0.125,7.70259731634268,0.925047814365325,0.163928463920813,0.166666666666667,NA,2024,10,NA,0.190779703333333,0.18733717913468,0.143147528911061,0.136820443043663,0.173066002266134,0.16720139851232,0.173066002266134,0.16720139851232,2024-10-22,Winter 2025,Winter ,2025,3
2024-10-23,436.989166666667,2134.07625,4.38074916666667,438.898708333333,2143.38708333333,0.2603686,8.83815244444444,0.00659365729166667,0.25730546481713,8.93048089037963,-0.00349809375,0.254095854375,-2.52678381067378,-2.58073680914724,-1.4455767173913,0.335622292682927,99.9142072324213,90.7737265234035,-4.68545833333331,-4.29605091626244,0.409821302430811,NA,0,NA,NA,260.47802180035,299.066492096457,23.8596147633534,8.22385830367198,-24.6159996905188,46.9349113903811,12.0763800640141,78.8720981095493,64.4756505569468,81.7199601948196,0.313581395348837,0.328767441860465,0.73,-0.103086150159553,-0.0103278274034369,0.460929537179342,0.7670739083106,0.870669412442107,0.887014629763792,0.854094947584835,0.892425356017995,0.862394665198698,0.807862320848626,0.749837731341091,0.665788717424694,-4.44350845326613,-4.03795828653394,-0.938982221979893,0.254766573550977,0.56159042732391,0.589662157298426,0.66257520810038,0.477584195220787,0.640473515108824,0.605573565561632,0.566330959791369,0.499545871319175,171.03803125,0.0065866303125,-0.13023964375,0.815669542092205,0.601253973772102,0.334291742966775,0.3004771875,220.23023255814,3.76518604651163,4.89739534883721,0.2514047525,7.0582325,-0.13023964375,-1.43324333333333,0.297675208333333,37.263775,108.283208333333,297,11.5,10,0,0.830089718958333,2.04692910416667,0.1344407625,-5.441015,35.8542055555556,12.3075944444444,30.6476361111111,46.7395805555556,65.5529222222222,98.2102277777778,-5.47866713553252,0.862378419804346,0.862378419804346,10.2421965681098,99.9856548137494,5.11109858592923,29.051683622995,-2.61385796479151,0.000117611958074285,2.61751710398175,3.28934208760856,0.513346522995355,0.517538411824935,0.067002025,0.003671623125,0.0150422041666667,0.0077186498125,0.679212785416667,1.13608991666667,0.236900167531574,0.0148230515275032,8.00792488921537,8.53358394763027,8.18638597025537,8.43514672259838,8.26715470959002,8.27227765124908,8.41406663691991,8.60058000949569,8.38719794349491,8.36308895429467,8.45474853126121,0.0653780857223802,0.0416666666666667,8.46576588390571,0.995539954797656,0.0685466161764075,0.0625,NA,2024,10,NA,0.28461508125,0.282296204531987,0.135463400522387,0.133993776807936,0.153961004911763,0.15144273387831,0.153961004911763,0.15144273387831,2024-10-23,Winter 2025,Winter ,2025,3
2024-10-24,436.4251875,2132.54723404255,4.32703020833333,438.362583333333,2141.98595744681,0.236653743589744,5.13482739130435,0.0492747854166667,0.229660793404907,5.01587940091898,0.0139440916666667,0.245953069166667,-1.90865264167335,-1.99756871081294,-12.5665391555556,2.46034406060606,100.120220492222,79.7160114578477,-2.61022916666664,-2.15735062298629,1.13202817464089,NA,0.0244444444444444,NA,NA,261.639735854461,298.220624696107,42.0876373543494,17.5651444703556,-13.315119106355,78.0712364596047,30.6954795694862,79.0971969963504,63.0087849487669,81.7043567878422,0.230133333333333,0.233555555555556,0.559422222222222,-0.112219409295419,-0.0993879492290374,0.310879986475615,0.59320404005083,0.733092547137973,0.774169072396863,0.745637022993715,0.789867734559286,0.775179153035358,0.735424958819715,0.68952110670693,0.616176362988347,-3.21671808918658,-2.19891558907056,-0.574549443413631,0.158577941412543,0.398655395631322,0.439107001872243,0.542678702475197,0.363043535860164,0.551155303017603,0.527336300342345,0.498842415737163,0.432459861295213,-289.023129791667,0.153031314395833,-0.105692755,0.698357181899296,0.550587544888571,0.298904876255875,0.256787454166667,269.606666666667,3.56697777777778,4.62744444444444,0.174000170833333,4.9301329787234,-0.105692755,-11.9541342083333,2.21741879166667,42.9235372916667,108.139958333333,298,11.5,10,0.0625,3.29835647916667,0.329970233333333,0.133907629166667,-5.21076125,34.336925,11.78675,29.350684375,44.761640625,62.77884375,94.05414375,-4.82708453701855,0.661739962510395,0.661739962510395,17.4525887449371,100.216092407745,-15.716466365427,42.3143047252027,-0.255609836785912,2.93166802578744e-06,6.38554692523058,-0.812190396097801,0.511040223537983,0.516487749031327,0.0533965929166667,0.00195305189361702,0.0218704541666667,0.00633083525,0.985871302083333,1.2588665,0.224604253583588,0.0117375957477874,5.76234326374454,5.74900058013481,5.86617751252592,5.42804125346667,6.02390245027167,5.88238182225064,5.76878698413426,5.9467056828412,5.99963020376037,5.53147665279778,5.7460290860426,0.0369557345812193,0.1875,5.76734732613768,0.868725431937237,0.0606364904896808,0.0416666666666667,NA,2024,10,NA,0.257407642857143,0.256028398023611,0.1169504523435,0.109463232180677,0.110593643309933,0.102444712753789,0.110593643309933,0.102444712753789,2024-10-24,Winter 2025,Winter ,2025,3
2024-10-25,436.273479166667,2134.62833333333,4.184225,438.139979166667,2143.76333333333,0.298862395238095,4.55991516083333,0.04984784625,0.283131400973102,4.55991516083333,-0.0642585041666667,0.227819356458333,-1.55203430053163,-1.57823247821399,-4.58757237777778,1.74247391428571,100.817016663614,79.2264273949852,-3.01881249999998,-2.54851343706191,1.0651907518797,31.146511627907,0,NA,NA,263.933824311251,300.685883428046,62.6990523177302,21.6422071946647,3.62110759043121,104.003054688824,31.8550300254019,79.0836434179707,61.7110300460343,81.8899584808507,0.188790697674419,0.159744186046512,0.442953488372093,-0.1408222044422,-0.157107625343556,0.207965090198957,0.453477102821677,0.593229671706708,0.643924974748164,0.623988704809281,0.661472467304092,0.654408245108681,0.624053359602156,0.587417543799167,0.532195958745931,-2.68463032786908,-2.72010014226292,-0.797426947268564,0.0399803140946789,0.263416938922818,0.296731640967882,0.416566809530459,0.237656396610991,0.438252014413053,0.421420905131887,0.402237229379211,0.353350235630584,-311.093969791667,0.0500435029791667,-0.212128447291667,0.909040864035068,0.727888248963812,0.383784074280084,0.35293125625,278.016279069767,4.39079069767442,5.76420930232558,0.311207114583333,4.55991516083333,-0.212128447291667,-4.3885130625,2.24691215,40.6854520833333,108.378104166667,299,11.5,10,0,3.14040354166667,-1.0297686875,0.170179410416667,-5.48457470588235,36.14125,12.4061235294118,30.8929970588235,47.1137735294118,66.0777352941176,98.9965088235294,-6.08972003160986,0.619469880441471,0.619469880441471,16.9664570343829,100.906981572166,-8.60758302779565,50.473151662179,-1.5248234891061,1.76095646011856e-05,5.14997267920103,-1.918882670237,0.508596542188498,0.515385322582135,0.0630423854166667,0.00251313791666667,0.021968891875,0.009640537125,0.990759270833333,1.26547291666667,0.221416017440509,0.0130725799533712,4.72525230716343,4.66306634270912,4.42005985220805,4.71939610234556,4.63074126607148,4.95057099925333,4.72807636665509,4.82366280004343,4.63441364982954,4.71977976376204,4.71797426868408,0.0478628523742568,0.125,4.71853684618079,0.779109717264722,0.00251313791666667,0,NA,2024,10,NA,0.226195192307692,0.218621796283082,0.0683464722009961,0.0654370206863708,0.162773279306675,0.15798227518401,0.162773279306675,0.15798227518401,2024-10-25,Winter 2025,Winter ,2025,3
2024-10-26,434.08075,2108.40127659574,3.49548270833333,435.64475,2115.97914893617,0.204333667391304,6.44496447608696,0.05904834125,0.203726562605556,6.5783181718588,0.018451175,0.223296482916667,-1.30673994113055,-1.38632252682904,-11.5421575,3.01259136842105,101.809364079003,74.2304074814546,-4.17739583333331,-3.74585357727368,1.22021317210138,48.2744186046512,0,NA,NA,252.991379679452,295.603165488594,43.8711344007614,14.3821663898772,-14.6631846353354,76.0279014412021,21.7912381505711,79.4222538364618,61.0718478158353,81.9,0.142209302325581,0.0235116279069767,0.34346511627907,-0.173573320493892,-0.21288981400739,0.131967627147403,0.3502312445704,0.481203972528506,0.535445293612526,0.520670567475775,0.556339931759757,0.554746661232825,0.532498852744445,0.503448338250065,0.448099811389769,-4.16590789107331,-3.78527044289968,-1.09323595566922,-0.0526424946626857,0.158463482023119,0.186679923363318,0.314664463011879,0.136058375954224,0.346575031733406,0.335032768636262,0.321993197672682,0.288258097958688,-167.0052625,0.0148313515208333,-0.20648725,1.0113076054707,0.810368972605893,0.436325402685554,0.3878851875,307.974418604651,4.88053488372093,6.45272093023256,0.209573810416667,5.19678438085106,-0.20648725,-11.5421575,2.66575186041667,42.6170666666667,108.519125,300,11.5,10,0,4.273851875,-1.90079681875,0.20400004375,-5.37824104166667,35.4405604166667,12.1656,30.29405625,46.2003458333333,64.7966416666667,97.0771833333333,-8.69994897131977,0.495284753122394,0.495284753122394,16.9821960364107,101.863449247461,-10.7283848521775,57.6191470835909,-2.88353719215684,1.57773757620518e-05,7.02012040017299,-4.29309760758802,0.506403559410257,0.514260968046167,0.0588039416666667,0.00289661253191489,0.0272523322916667,0.0108018625,1.2309315625,1.51966304166667,0.181376029462153,0.00917476017562408,6.73958282264676,6.61685191128981,6.47363461595667,6.29481114720315,6.54651584786666,6.20592162190139,6.34813590350352,6.47968380570926,6.21726647559166,6.53184062698935,6.68207459670824,0.0482889579925046,0.0416666666666667,6.42096249639199,0.803595148459735,0.0387386142990512,0.0416666666666667,NA,2024,10,NA,0.198469413793103,0.19790771951828,0.0636261144384674,0.0615086813171126,0.0816924891930166,0.07999036435438,0.0816924891930166,0.07999036435438,2024-10-26,Winter 2025,Winter ,2025,3
2024-10-27,435.495125,2123.24384615385,3.78397020833333,437.1178125,2131.01230769231,0.0974220928571429,7.25416235294118,0.0351953149583333,0.0942590854165278,6.51251797400556,0.121476979166667,0.217682354166667,-1.11791344074356,-1.21206884578596,5.86165438636364,1.54816217647059,102.47206328197,89.4236086623837,-5.68931249999998,-5.64592380195886,0.442725913314257,24.3342105263158,0,NA,NA,253.77848104205,291.378212937568,66.393424849954,19.4727666281081,7.83514747917734,109.110009415152,28.2546502124969,79.6035864820793,60.5037110230847,81.9433350565355,0.103075,-0.086175,0.267675,-0.210422503683513,-0.266905715111964,0.0629676607423516,0.257685431240727,0.378680191921724,0.432888364731065,0.418874288651024,0.45212395217318,0.453523673298236,0.435008842280632,0.410232745826832,0.364007741572017,-5.34114132919341,-4.70943369919139,-1.61610077160336,-0.149207339966635,0.0650505841255666,0.0893296382853259,0.219866514453078,0.0385562456626009,0.255603992974208,0.246825885018087,0.237734625725745,0.200439463867611,264.727751666667,-0.0700628855625,-0.0681709008333333,0.592793634699549,0.564031779357822,0.240344873786939,0.211703916666667,247.025,2.559125,3.561,0.0011420416875,5.54886233333333,-0.0681709008333333,5.5607695,1.59009873333333,30.3671687645833,108.464166666667,301,11.5,10,0.0208333333333333,0.725905708333333,-0.00268061875000002,0.102716083333333,NA,NA,NA,NA,NA,NA,NA,-7.53494699690689,0.330743072646699,0.330743072646699,5.88869074856925,102.442584592464,-4.81789597643955,54.3155357026024,-3.59713497148349,4.7890599399367e-06,1.05997301382746,0.51578609880197,0.505309974621091,0.513180086305762,0.09389266875,0.00332135307692308,0.02392568375,0.00470168395833333,1.08240166666667,2.00783427083333,0.0967875318205787,0.0134402908191801,5.96993209457407,5.85059603582546,6.10836899029954,6.29039621721018,6.00753906176805,5.79628950133935,5.9923455571963,5.89088336714352,6.10413891556203,5.79563869447592,5.5065561841125,0.0419689001648523,0.416666666666667,6.03941854932836,0.912997856191504,0.292947125056367,0.291666666666667,NA,2024,10,NA,0.160117409090909,0.159318940698819,0.110707104101064,0.0921826998394285,0.167973308537193,0.138538914430547,0.167973308537193,0.138538914430547,2024-10-27,Winter 2025,Winter ,2025,3
2024-10-28,434.227166666667,2107.13,4.54497375,436.247645833333,2116.82782608696,0.23204870212766,6.80096375217391,0.0108369239583333,0.230440432387315,6.90400732868241,0.00537783125,0.237796719791667,-0.99488098058438,-1.04999491483907,-15.9325231914894,0.674547367567568,100.415299038031,82.1184515123736,-2.33364583333331,-1.93686923413858,0.954372048298986,27.6404761904762,0,NA,NA,280.4490537422,304.537108314083,19.3516805484822,6.75322650203296,-12.9853212022741,39.2423540326326,11.0981778541004,79.6660346812721,58.6257100625396,82.0958199382411,0.0642790697674419,-0.14193023255814,0.207767441860465,-0.358909289492544,-0.28602777525569,0.0293231959312278,0.210494584839523,0.322849637102861,0.376818161943024,0.367310922409061,0.396751405740266,0.399946319638405,0.384355148223868,0.363782923849738,0.314421372246266,-2.17793150796222,-2.59528811855503,-1.42663913445833,-0.187792217728788,0.0135195583767835,0.0335277458244396,0.171312558722869,-0.010184537233842,0.21100695043791,0.204604905458507,0.198233795009403,0.15309012428486,1116.95455625,0.00630706170833333,-0.308103854166667,1.47522831325974,1.14532553367485,0.562251661869698,0.482188333333333,154.093023255814,7.18316279069767,9.19404651162791,0.22893274375,6.80096375217391,-0.308103854166667,-15.6344072916667,0.488072827083333,33.2675666666667,107.946895833333,302,11.5,10,0,-3.94006479166667,4.623613125,0.1475615125,-5.24670791666667,34.5738083333333,11.8680666666667,29.5531729166667,45.0704416666667,63.2119375,94.7030395833333,-5.28417658608066,0.192465637207717,0.192465637207717,14.9382395310415,100.453956325844,-22.8071043374462,21.6072971390172,-1.08159391500102,0.000168908867989616,-5.55295928683354,8.69500920874867,0.505144076896928,0.51222008778963,0.0418596395833333,0.00385370826086957,0.0170973816666667,0.0150844172916667,0.770884210416667,1.82120754166667,0.217771208307245,0.008999319141525,5.42868069827222,5.3601661348201,4.70847610715963,5.26197699594352,5.10112762885547,4.72868768132731,4.90457730419676,5.15650227252222,5.07014651199213,4.71738883498912,5.33491337226167,0.0411023746170126,0.0208333333333333,5.08698299729541,1.18457246576374,0.0540531269605925,0.0416666666666667,NA,2024,10,NA,0.238078941176471,0.238078941176471,0.0587757043590762,0.0587757043590762,0.0652703394266176,0.0655265427464192,0.0652703394266176,0.0655265427464192,2024-10-28,Winter 2025,Winter ,2025,3
2024-10-29,435.982958333333,2111.76729166667,4.763233125,438.1166875,2122.10541666667,0.248507134883721,7.90458453191489,0.0330102037291667,0.248057472564352,7.82963520410463,-0.00458726875,0.246081285833333,-0.850360243463613,-0.86150176901405,-23.8835106521739,2.23429289090909,99.5343306948094,75.873061304294,-0.908979166666645,-0.35120813518335,1.42868319789472,43.6755555555556,0.0177777777777778,NA,NA,284.620880696324,308.306410726837,18.0478432604925,7.66072833467007,-14.2404468375101,35.3664478048619,14.2303137552954,79.4239602834718,57.8755216111636,82.0979633179924,0.0704888888888889,0.0176,0.171866666666667,-0.287604930670999,-0.276794349842708,0.0202335654875147,0.173912696560817,0.273058140958118,0.324278405783248,0.3140646482658,0.346494222951902,0.351289563270915,0.338717714425497,0.32139263895763,0.279095063469213,-0.826080823521259,-1.20935339065639,-0.59066208539448,-0.174893811434635,-0.012683017691511,0.00187377277184131,0.135331009900679,-0.0481349594720705,0.174393440015023,0.169202352099857,0.163048984006309,0.115501799949923,501.5442375,0.0090806606875,-0.228320875,1.17669554139227,0.882040187275352,0.480258580969606,0.422270520833333,271.991111111111,5.36497777777778,7.29095555555556,0.228297235416667,7.4953994375,-0.228320875,-22.9772187291667,1.48646255625,42.0790625,107.860395833333,303,11.5,10,0,5.045084875,1.11753881666667,0.1848389375,-5.359816875,35.3191395833333,12.1239145833333,30.19026875,46.0420625,64.5746583333333,96.7445895833333,-3.49817504414069,0.167005222482108,0.167005222482108,20.7249777588228,99.6755663890286,-27.1208722405756,33.9016564791181,0.163744095739252,8.14711737548197e-06,7.68823128483489,1.01704224144977,0.514041659816929,0.511822065189262,0.0466856395833333,0.0025043291875,0.0255807735416667,0.0129925079166667,1.15208195833333,1.51489289583333,0.242234749477083,0.0110982923304516,6.27509789068574,6.38735574567972,6.67942500299815,6.53276978599903,6.61708218285093,6.2979286184169,6.16451499217695,6.55936473186481,6.5631012563606,6.51243933206713,6.34144137999028,0.0421310268757979,0.104166666666667,6.44980219845949,1.05009223641771,0.0282522243114337,0.0208333333333333,NA,2024,10,NA,0.26862424137931,0.266146760835017,0.0748917587568195,0.0710701855301531,0.0875927661159812,0.0832535443641882,0.0875927661159812,0.0832535443641882,2024-10-29,Winter 2025,Winter ,2025,3
